f1,f2,f3,f4,f5,f6,iz1,iz2,iz3,iz4,iz5,iz6,izz1,izz2,izz3,izz4,izz5,izz6,ε,Eads,delta_e,E_bonding,d-band
0.0,-121.9733,36.625296,68.418964,137.642344,2069.735499,0.616705,2.409025,0.051598,0.397291,0.350824,476.198679,8.430451,0.66774,0.003566,0.483864,1.597781,1433.542871,2.0165,0.129352850000003,0.07502,10.50367156,-4.10468
0.0,-117.26673,33.567315,67.722826,146.986837,2068.696151,0.50759,2.51445,0.102841,0.334914,0.435363,448.045388,5.174477,0.081783,0.041568,0.078142,0.496033,1207.099054,2.0165,0.113538719999979,0.05794,10.4878574299999,-4.10286
41.759047,47.888506,116.632258,215.126099,240.092431,1918.744196,0.001825,0.014523,0.006328,0.027534,2.034379,561.279913,0.007926,0.078325,1.815937,4.20058,15.243398,1994.374976,2.0165,0.108790419999991,0.08644,10.48310913,-4.10892
39.080071,47.423215,120.347795,208.182256,239.765732,1919.532331,0.001728,0.007771,0.019692,0.210769,2.550464,536.412041,0.007336,0.094589,1.657763,9.736177,7.68518,1789.737312,2.0165,0.109785889999983,0.07651,10.4841045999999,-4.10691
35.725981,46.943524,123.860817,204.14916,243.487533,1919.572254,0.039359,0.003342,0.080097,0.342056,3.183312,510.431083,5.7e-05,0.076793,1.771462,8.960497,2.214404,1534.87886,2.0165,0.106750109999978,0.06209,10.4810688199999,-4.10477
32.874355,46.246034,126.919359,201.355382,249.226572,1918.900047,0.124529,0.002959,0.144323,0.217718,3.000212,478.209076,0.023653,0.058914,1.858167,5.035586,0.045271,1286.345906,2.0165,0.093693839999986,0.04514,10.4680125499999,-4.10244
0.0,-252.28087,-242.539632,248.809869,431.029634,1827.341457,283.694009,0.049082,0.532834,0.820701,0.634516,288.437644,14555.7848,0.690351,3.029495,3.237482,1.334183,1237.512487,2.0165,0.12620529999998,0.11369,10.1521083099999,-4.16623
0.0,-133.370008,-117.028756,265.105309,470.0606,1696.219672,264.49421,0.001609,0.480066,0.827638,0.950105,313.275116,14593.637099,0.125854,1.514922,2.351449,1.920234,1212.783144,2.0165,0.151721710000003,0.09645,10.17762472,-4.1663
0.0,106.029503,116.918564,293.589434,510.58333,1572.14898,248.081545,0.016638,0.455274,0.822211,1.254838,336.661702,14640.368311,0.029746,0.609487,1.162082,2.3764,1188.493555,2.0165,0.134788149999991,0.08004,10.1606911599999,-4.16666
0.0,-310.067514,-12.19544,36.833228,208.863924,2226.618937,2.8e-05,1.62283,0.00064,0.097546,0.002571,552.077947,0.000421,5.022558,0.002764,0.228479,15.738439,967.973184,2.0165,0.153496520000004,0.11708,10.27068013,-4.14427
0.0,-130.154124,-10.44716,54.241231,208.149879,2070.233319,2.3e-05,1.52104,0.000927,0.473265,0.001278,587.483619,0.000339,3.486808,0.003189,0.893683,20.597147,1029.858991,2.0165,0.175023609999982,0.10234,10.2922072199999,-4.1444
0.0,16.587185,195.352874,200.13179,236.797062,1920.64121,0.000533,0.014527,0.000146,0.410611,1.863502,621.535724,0.001643,0.021188,1e-06,12.201945,17.298687,1080.399865,2.0165,0.154218740000004,0.08723,10.27140235,-4.14497
0.0,-301.01023,53.83434,82.353158,170.431184,2226.041715,0.015982,1.561093,0.015378,0.129774,0.018457,544.243261,0.075745,6.568919,0.037139,0.225813,18.127077,1221.888278,2.0165,0.143977089999992,0.11848,10.3837702,-4.12511
0.0,-118.131046,60.411847,103.305681,171.651512,2069.067224,0.010838,1.254816,0.040315,0.74598,0.001733,584.047234,0.038071,3.440076,0.07544,0.72348,25.106819,1317.358905,2.0165,0.162155240000004,0.10495,10.40194835,-4.12568
44.805805,61.848664,163.922609,214.508217,251.019532,1918.814224,0.002355,0.000227,0.275728,0.020651,2.095262,623.107154,0.002696,0.000317,19.357773,0.226005,14.757103,1396.428411,2.0165,0.138033589999992,0.09025,10.3778267,-4.12584
0.0,-302.831568,50.257265,59.65204,122.730091,2225.942143,0.000753,1.479488,0.002668,0.07381,0.092752,499.210969,0.004407,9.932682,0.020005,0.545936,2.249547,1778.556941,2.0165,0.119511859999988,0.11563,10.49383057,-4.10878
0.0,-114.962459,55.406914,72.622611,127.150058,2068.44684,0.000631,1.24207,0.005504,0.373669,0.319083,541.527785,0.002791,6.616391,0.022663,1.490251,6.823893,1940.611191,2.0165,0.135006299999986,0.10249,10.5093250099999,-4.10895
43.622606,48.151522,114.51768,219.884931,246.204168,1917.574804,0.002337,0.011248,0.010845,0.001184,2.252729,584.037111,0.008111,0.046574,2.476644,0.007374,14.903648,2080.412112,2.0165,0.108014049999979,0.08948,10.4823327599999,-4.10961
0.0,-367.278809,-340.138913,221.995896,392.764032,2040.355033,365.367444,0.093584,0.138768,0.6077,0.061765,279.255664,14212.097223,6.257329,2.100997,4.799436,1.906303,1272.451042,2.0165,0.0445419799999911,0.125994,10.0704449899999,-4.16516
0.0,-380.799628,-329.321582,202.323004,381.883488,2125.367806,439.943002,0.020712,0.573132,0.558928,0.018674,303.362219,13521.03452,7.74302,1.276484,5.755198,1.678172,1202.896213,2.0165,0.0224930599999879,0.117092,10.0483960699999,-4.16363
0.0,-397.427019,-319.608556,178.50179,369.166198,2210.210337,535.064966,0.341024,0.981887,0.637414,0.200807,325.889587,12943.86588,8.554055,0.531936,6.537486,1.128518,1089.360427,2.0165,-0.0176741700000206,0.102761,10.0082288399999,-4.16178
0.0,-418.261826,-311.485051,127.206738,357.327574,2284.565875,651.563537,0.889472,0.945011,0.826907,0.366846,336.552987,12652.016021,8.49975,0.095715,7.576798,0.522368,924.015647,2.0165,-0.0809828400000185,0.086225,9.94492016999998,-4.15941
0.0,159.332724,171.527299,308.457392,537.516472,1511.401155,296.415365,0.596815,0.026984,0.26651,0.705562,381.460736,14436.82608,0.091519,0.940093,0.430787,8.201653,1188.287379,2.0165,0.0772202099999788,0.060692,10.1031232199999,-4.16629
0.0,156.620851,172.096172,287.858268,520.144037,1578.123395,376.875794,0.7798,0.089708,0.033843,0.092938,407.946582,13780.107494,0.169502,1.776473,0.634928,11.564368,1142.919299,2.0165,0.0625821600000051,0.051924,10.08848517,-4.16466
0.0,149.740316,175.100282,266.795553,499.282313,1645.471265,478.784562,0.761035,0.3743,0.001884,0.037434,427.19318,13091.953464,0.496208,2.447051,1.019119,10.769516,1038.178611,2.0165,0.0339582699999994,0.038543,10.05986128,-4.16221
0.0,132.636238,179.908749,239.000748,475.465217,1704.949824,605.07361,0.753268,0.459538,0.000984,0.275334,428.651109,12741.973794,1.882613,3.321253,1.155509,9.312287,899.448163,2.0165,-0.0141617000000167,0.022664,10.0117413099999,-4.16005
0.0,-443.258,-19.984256,30.561216,211.290294,2391.500262,0.173706,1.178108,0.003322,0.047892,0.002975,497.942445,0.60385,5.023239,1.6e-05,0.152193,11.423527,871.003189,2.0165,0.0785360499999967,0.129006,10.19571966,-4.14304
0.0,-446.009371,-28.767152,26.697785,215.054648,2390.699732,0.639175,1.759775,0.027214,0.041264,3e-06,481.21999,0.653432,3.638107,0.019963,0.104947,10.505625,792.464346,2.0165,0.0639990999999895,0.119362,10.18118271,-4.14162
0.0,-446.542326,-35.848059,22.338164,221.636457,2388.821437,0.884392,2.855903,0.084635,0.033482,0.008181,463.412573,0.556935,2.205134,0.107337,0.054715,9.616055,706.41625,2.0165,0.0362230399999816,0.105065,10.1534066499999,-4.13921
0.0,-443.398681,-40.372476,15.865148,230.503348,2386.080176,0.450069,3.535345,0.167123,0.023116,0.032515,438.649353,0.112906,0.949431,0.223028,0.02123,8.865768,603.593953,2.0165,-0.0100231600000029,0.08811,10.10716045,-4.1371
0.0,22.166735,203.498136,303.662263,324.994624,1777.785957,0.00053,0.059037,0.042556,0.034642,2.289238,633.500277,0.000229,0.078997,23.912319,0.0961,9.613635,1088.51482,2.0165,0.0949350299999878,0.067719,10.21211864,-4.14466
0.0,19.160376,202.269685,301.251737,324.199374,1777.736338,0.019015,0.045203,0.128285,0.049175,2.762286,607.423862,0.003822,0.073664,21.001732,0.392898,7.970294,997.417239,2.0165,0.0873305199999947,0.05871,10.20451413,-4.14251
0.0,16.256366,198.649684,299.69271,332.11376,1777.120263,0.100088,0.030942,0.314063,0.000653,3.213162,576.838305,0.046921,0.052038,16.585838,0.175535,7.063418,863.542752,2.0165,0.0703072400000053,0.044911,10.18749085,-4.1399
0.0,12.540642,194.323368,295.775917,348.21797,1775.621241,0.231416,0.021615,0.399885,0.022922,2.58422,537.873571,0.136158,0.033345,12.794748,7e-06,6.411658,727.03403,2.0165,0.037769389999994,0.028289,10.154953,-4.13713
0.0,-437.518284,53.286842,75.390532,172.920997,2391.737283,0.261307,1.046716,0.034655,0.029251,0.01712,485.362996,0.310291,7.127588,0.073676,0.095791,13.418362,1071.166708,2.0165,0.0745938299999977,0.128834,10.31438694,-4.1241
0.0,-440.321609,53.38934,71.284195,177.332795,2391.449667,0.617538,1.642517,0.067866,0.002535,0.01095,468.02821,0.796617,4.962702,0.126082,0.011817,12.29018,966.194941,2.0165,0.0662452100000052,0.119179,10.30603832,-4.12246
0.0,-440.32384,53.225879,67.679856,184.179167,2390.252435,0.710761,2.723489,0.095952,0.007994,0.003603,449.903261,0.855221,2.904181,0.152336,0.019799,11.206156,855.17662,2.0165,0.0484500599999933,0.10491,10.28824317,-4.12016
0.0,-437.593103,52.795624,65.132184,192.621233,2388.289895,0.363864,3.186625,0.097238,0.055326,0.000306,425.324026,0.174559,1.418623,0.123218,0.146332,10.408901,731.476147,2.0165,0.0163103099999943,0.087341,10.25610342,-4.11821
48.278124,67.721164,166.223198,317.764999,335.320932,1775.674653,0.02577,0.030033,0.150563,0.091984,2.287902,638.175173,0.036004,0.002059,25.821409,0.128626,13.578502,1410.152822,2.0165,0.0773943199999962,0.072497,10.31718743,-4.12545
48.750534,65.937358,168.608725,315.431705,333.152278,1776.338219,0.040129,0.006454,0.209385,0.059636,2.621227,609.760881,0.071993,0.006865,23.20765,1.69371,9.620286,1280.57173,2.0165,0.0755301099999883,0.062833,10.31532322,-4.12319
49.256769,64.069302,170.499006,313.002183,338.050744,1776.581361,0.047048,0.007687,0.330915,0.007867,2.875593,577.527923,0.087974,0.074628,19.870144,1.238704,6.465496,1100.404129,2.0165,0.0678056900000001,0.048519,10.3075988,-4.12058
49.462385,62.990986,171.67975,309.918959,347.690412,1776.029844,0.039889,0.071335,0.408957,0.006836,2.146463,537.566603,0.070752,0.212889,16.651316,0.193391,5.152485,923.88716,2.0165,0.0480642499999817,0.032115,10.28785736,-4.11784
0.0,-437.347511,46.295338,56.882649,125.278684,2392.196641,0.157718,1.10162,0.001047,0.036796,0.104793,439.144918,3.315438,8.782015,0.059481,0.431367,0.87468,1524.840287,2.0165,0.0544391599999869,0.124068,10.4287578699999,-4.10787
0.0,-438.439608,41.722872,56.173354,129.34157,2392.108814,0.744795,1.789802,0.018642,0.039758,0.103135,423.361794,5.694789,4.701947,0.028988,0.32789,0.563032,1365.888545,2.0165,0.0506703099999867,0.114494,10.4249890199999,-4.10671
0.0,-438.266511,37.378345,55.326796,135.267099,2391.187488,1.271709,2.884147,0.064027,0.037334,0.104796,407.882691,6.211002,1.370928,2.7e-05,0.189699,0.282705,1198.808614,2.0165,0.0407746999999858,0.099829,10.4150934099999,-4.1046
0.0,-437.066748,33.871207,53.900855,142.417072,2389.594371,1.079964,3.57308,0.128228,0.028226,0.110712,386.912636,3.935317,1e-06,0.030715,0.076099,0.095579,1021.826569,2.0165,0.0193156499999815,0.082804,10.3936343599999,-4.10305
42.651707,51.283635,117.027359,319.636219,336.416225,1774.006605,0.004224,0.056449,0.00104,0.008303,2.374156,602.116377,0.027827,0.159404,4.467661,4.327742,15.579146,2109.333933,2.0165,0.0459818299999881,0.072934,10.42030054,-4.10889
38.986949,50.980128,120.693683,315.395688,336.444384,1774.975925,0.000648,0.043875,0.005217,0.099122,2.793628,574.076476,0.025137,0.170138,3.654062,11.020896,7.470545,1898.719896,2.0165,0.048574579999979,0.062944,10.4228932899999,-4.10712
35.287061,50.734631,125.018824,313.096696,339.549415,1775.542695,0.031809,0.028771,0.022853,0.196543,3.249597,544.013744,0.000507,0.125565,2.959009,10.087444,1.969074,1620.488028,2.0165,0.0478715099999931,0.048443,10.42219022,-4.10451
32.580889,50.243858,129.637896,311.418716,343.750506,1775.387702,0.110739,0.018712,0.042085,0.129729,2.844132,507.505318,0.02588,0.077752,2.400895,5.893654,0.015746,1352.664981,2.0165,0.0377633999999886,0.031793,10.41208211,-4.10241
0.0,-360.47998,-349.559584,240.190161,399.082717,1966.72143,305.789239,0.573712,0.092185,0.81801,0.376798,262.356724,14527.62925,0.359393,6.063978,4.034068,0.800837,1265.280109,2.0165,0.0516787800000031,0.129545,10.07758179,-4.1657
0.0,161.033141,172.35209,329.618945,547.598623,1454.52829,234.179118,0.271096,0.261413,0.89137,1.520947,358.398148,14691.291604,0.02463,0.361277,0.16379,2.646909,1163.44098,2.0165,0.081632049999996,0.064385,10.10753506,-4.16645
0.0,-438.825366,-10.873901,34.567159,210.219328,2391.001603,2.2e-05,1.40856,0.000481,0.057765,0.004495,515.782237,0.000422,4.982967,0.002621,0.165767,12.377812,897.582424,2.0165,0.0829976800000054,0.132116,10.20018129,-4.14366
0.0,24.636188,203.112171,305.801994,331.516201,1777.310286,0.000898,0.055001,0.03898,5.7e-05,2.507724,653.780205,0.002108,0.067299,25.4874,0.000586,9.089307,1118.246602,2.0165,0.0970882799999799,0.071413,10.2142718899999,-4.14543
0.0,-432.388821,53.012949,79.274717,171.312921,2390.937593,0.015325,1.346703,0.009797,0.065661,0.019401,504.268833,0.082193,6.572861,0.030216,0.152161,14.422254,1115.115581,2.0165,0.0771293499999785,0.131762,10.31692246,-4.12484
48.086102,69.003159,164.773379,318.300679,342.957986,1774.756803,0.010786,0.030014,0.153389,0.024001,2.543375,660.81681,0.010514,0.0152,27.865762,0.127791,11.930525,1455.970156,2.0165,0.0771033899999906,0.075394,10.3168965,-4.12657
0.0,-434.359958,49.878205,58.184013,123.507314,2391.260963,0.000635,1.262492,0.001454,0.037061,0.102091,457.704284,0.004185,9.234423,0.018557,0.435165,1.106382,1603.525845,2.0165,0.0552205900000046,0.127612,10.4295393,-4.10851
45.596554,51.82535,115.050148,322.552763,340.804317,1772.803447,0.005819,0.052111,0.002452,0.001335,2.600254,626.027618,0.009787,0.105222,5.422455,0.006485,14.722362,2190.92823,2.0165,0.0445796099999995,0.076923,10.41889832,-4.10975
0.0,-435.677554,42.884999,54.456678,89.486012,2394.597525,0.106213,0.99564,9.1e-05,0.022609,0.063919,415.461478,4.679026,10.543782,0.180133,0.372625,0.73794,1758.190203,2.0165,0.0299523599999815,0.117565,10.5411058699999,-4.09445
0.0,-436.326256,37.421906,54.385907,92.879542,2394.633518,0.629803,1.598642,0.008709,0.033238,0.045449,399.695857,7.791428,5.603755,0.096433,0.356613,0.427836,1564.337703,2.0165,0.0295299199999874,0.107936,10.54068343,-4.09339
0.0,-436.176748,32.754013,53.829396,97.577713,2393.885389,1.207487,2.454673,0.041471,0.034766,0.026946,384.385813,8.263203,1.826964,0.011638,0.251979,0.16592,1368.334035,2.0165,0.0251061999999819,0.093514,10.5362597099999,-4.09195
0.0,-435.761674,28.804673,52.378529,103.530991,2392.501246,1.220995,2.855915,0.092258,0.025742,0.015236,363.737116,5.689326,0.032458,0.008344,0.120788,0.035081,1169.621945,2.0165,0.0116953699999839,0.077032,10.5228488799999,-4.09042
0.0,-303.945782,42.289198,54.897272,88.783671,2229.283393,0.054344,1.199272,0.003234,0.044164,0.053576,456.264214,5.297477,12.031385,0.202487,0.381518,1.632547,2000.961362,2.0165,0.0928163199999971,0.106875,10.60396983,-4.09479
0.0,-304.416394,36.657163,55.14731,91.679333,2229.629213,0.421657,1.76746,0.002893,0.062231,0.033332,437.486224,9.733463,6.103021,0.110108,0.397756,1.00677,1777.59136,2.0165,0.0938997599999993,0.096952,10.60505327,-4.0936
0.0,-303.67335,32.166987,54.975202,95.96373,2229.106381,0.83595,2.51785,0.02929,0.064553,0.016697,419.095844,9.91196,1.845555,0.011656,0.29376,0.458794,1540.965597,2.0165,0.0915482099999849,0.082712,10.6027017199999,-4.09176
0.0,-302.566231,28.67958,53.873836,101.57315,2228.014185,0.831083,2.706715,0.077603,0.047443,0.006649,395.150379,6.628053,0.018518,0.013403,0.137857,0.152046,1307.592332,2.0165,0.0806757000000004,0.065976,10.59182921,-4.09004
0.0,-113.686088,43.262247,61.050924,97.739762,2071.661784,0.011346,1.116212,0.016373,0.157974,0.292254,499.009329,5.895855,8.652291,0.375902,0.325278,7.593718,2239.896542,2.0165,0.106534549999992,0.095786,10.61768806,-4.09512
0.0,-113.325449,36.151063,62.607248,98.076282,2072.364307,0.219759,1.583712,0.000259,0.27417,0.244865,476.92909,11.716063,3.827916,0.172459,0.425867,4.588279,1989.804456,2.0165,0.108966420000001,0.085845,10.62011993,-4.09355
0.0,-110.471039,31.593927,64.179529,100.938697,2072.066798,0.499051,2.136958,0.015691,0.353697,0.225876,454.968153,11.532472,0.80772,0.007816,0.349144,1.99399,1710.560369,2.0165,0.108850709999984,0.071338,10.6200042199999,-4.09184
